product_id,title,category,subcategory,brand,condition,condition_score,original_price,selling_price,usage_months,seller_id,publish_date,status,views,favorites,description
P007097,其他 羽毛球拍 9成新,运动器材,羽毛球拍,其他,9成新,8.0,454,280,10,U000557,2024-05-20,已售出,32,10,9成新羽毛球拍，使用10个月，保养良好
P007098,杂牌 羽毛球拍 9成新,运动器材,羽毛球拍,杂牌,9成新,8.0,135,80,36,U002352,2022-01-11,已售出,390,81,9成新羽毛球拍，使用36个月，保养良好
P007099,无品牌 鞋子 全新,服饰鞋包,鞋子,无品牌,全新,10.0,251,240,17,U002316,2023-02-25,在售,236,8,全新鞋子，使用17个月，保养良好
P007100,无品牌 围巾 95新,服饰鞋包,围巾,无品牌,95新,9.0,297,220,7,U001876,2021-02-06,已售出,161,44,95新围巾，使用7个月，保养良好
P007101,杂牌 台式机 99新,电子产品,台式机,杂牌,99新,9.5,6396,5780,21,U002589,2022-12-08,已下架,113,7,99新台式机，使用21个月，保养良好
P007102,雅马哈 吉他 全新,乐器,吉他,雅马哈,全新,10.0,4310,4000,1,U000747,2023-02-19,在售,358,16,全新吉他，使用1个月，保养良好
P007103,凤凰 自行车 95新,运动器材,自行车,凤凰,95新,9.0,375,310,33,U002695,2022-09-21,已售出,318,10,95新自行车，使用33个月，保养良好
P007104,其他 台式机 99新,电子产品,台式机,其他,99新,9.5,4443,3820,4,U000242,2022-01-10,已售出,169,40,99新台式机，使用4个月，保养良好
P007105,其他 台灯 99新,生活用品,台灯,其他,99新,9.5,58,50,20,U002955,2021-05-24,在售,57,13,99新台灯，使用20个月，保养良好
P007106,其他 衣架 全新,生活用品,衣架,其他,全新,10.0,93,90,48,U001954,2023-11-01,在售,490,50,全新衣架，使用48个月，保养良好
P007107,其他 滑板 9成新,运动器材,滑板,其他,9成新,8.0,390,280,42,U002453,2022-08-01,已售出,433,113,9成新滑板，使用42个月，保养良好
P007108,其他 鞋子 全新,服饰鞋包,鞋子,其他,全新,10.0,249,250,40,U001566,2024-06-03,在售,143,33,全新鞋子，使用40个月，保养良好
P007109,其他 智能手表 6成新,电子产品,智能手表,其他,6成新,5.0,145,40,7,U000892,2021-01-17,在售,358,41,6成新智能手表，使用7个月，保养良好
P007110,无品牌 架子鼓 95新,乐器,架子鼓,无品牌,95新,9.0,75,60,14,U001142,2024-05-25,在售,57,3,95新架子鼓，使用14个月，保养良好
P007111,其他 教材 8成新,图书教材,教材,其他,8成新,7.0,66,30,12,U000690,2023-12-17,在售,142,22,8成新教材，使用12个月，保养良好
P007112,杂牌 小家电 全新,生活用品,小家电,杂牌,全新,10.0,380,370,19,U001018,2021-11-03,在售,57,4,全新小家电，使用19个月，保养良好
P007113,其他 衣架 95新,生活用品,衣架,其他,95新,9.0,384,310,19,U000788,2021-06-16,已售出,159,45,95新衣架，使用19个月，保养良好
P007114,其他 工具书 99新,图书教材,工具书,其他,99新,9.5,139,110,8,U002108,2024-04-26,在售,428,6,99新工具书，使用8个月，保养良好
P007115,无品牌 洗漱用品 6成新,生活用品,洗漱用品,无品牌,6成新,5.0,330,100,45,U002713,2024-01-06,已售出,384,13,6成新洗漱用品，使用45个月，保养良好
P007116,其他 架子鼓 7成新,乐器,架子鼓,其他,7成新,6.0,92,40,30,U000659,2022-01-13,已售出,215,31,7成新架子鼓，使用30个月，保养良好
P007117,其他 电吹风 全新,生活用品,电吹风,其他,全新,10.0,168,150,24,U000258,2022-06-12,已售出,157,40,全新电吹风，使用24个月，保养良好
P007118,杂牌 英语学习 9成新,图书教材,英语学习,杂牌,9成新,8.0,452,300,2,U001413,2022-04-13,在售,465,77,9成新英语学习，使用2个月，保养良好
P007119,永久 自行车 95新,运动器材,自行车,永久,95新,9.0,1052,760,13,U002002,2023-10-13,在售,71,16,95新自行车，使用13个月，保养良好
P007120,凤凰 自行车 全新,运动器材,自行车,凤凰,全新,10.0,764,770,1,U000022,2022-11-21,已售出,161,2,全新自行车，使用1个月，保养良好
P007121,无品牌 帽子 99新,服饰鞋包,帽子,无品牌,99新,9.5,499,440,38,U002349,2021-08-03,已售出,420,38,99新帽子，使用38个月，保养良好
P007122,杂牌 尤克里里 全新,乐器,尤克里里,杂牌,全新,10.0,328,330,24,U001799,2023-12-30,已下架,236,52,全新尤克里里，使用24个月，保养良好
P007123,无品牌 台灯 9成新,生活用品,台灯,无品牌,9成新,8.0,165,110,21,U000152,2023-03-17,在售,338,81,9成新台灯，使用21个月，保养良好
P007124,杂牌 收纳箱 95新,生活用品,收纳箱,杂牌,95新,9.0,130,90,1,U000997,2021-11-01,已售出,333,2,95新收纳箱，使用1个月，保养良好
P007125,戴尔 笔记本电脑 99新,电子产品,笔记本电脑,戴尔,99新,9.5,12324,9440,4,U000424,2021-04-27,在售,423,68,99新笔记本电脑，使用4个月，保养良好
P007126,杂牌 鞋子 全新,服饰鞋包,鞋子,杂牌,全新,10.0,372,390,44,U002076,2021-07-07,在售,52,5,全新鞋子，使用44个月，保养良好
P007127,杂牌 书桌 全新,家具,书桌,杂牌,全新,10.0,305,260,35,U000002,2024-01-21,已售出,484,12,全新书桌，使用35个月，保养良好
P007128,杂牌 跑步机 8成新,运动器材,跑步机,杂牌,8成新,7.0,453,240,15,U001401,2022-11-20,在售,373,34,8成新跑步机，使用15个月，保养良好
P007129,无品牌 书桌 8成新,家具,书桌,无品牌,8成新,7.0,300,140,23,U000529,2024-04-08,已售出,15,3,8成新书桌，使用23个月，保养良好
P007130,无品牌 围巾 6成新,服饰鞋包,围巾,无品牌,6成新,5.0,94,30,20,U001074,2023-06-05,在售,484,123,6成新围巾，使用20个月，保养良好
P007131,其他 衣架 7成新,生活用品,衣架,其他,7成新,6.0,220,80,19,U002488,2024-02-20,已售出,348,77,7成新衣架，使用19个月，保养良好
P007132,其他 架子鼓 9成新,乐器,架子鼓,其他,9成新,8.0,254,180,37,U000496,2022-10-15,在售,34,7,9成新架子鼓，使用37个月，保养良好
P007133,杂牌 哑铃 全新,运动器材,哑铃,杂牌,全新,10.0,404,380,44,U002286,2023-04-10,在售,393,18,全新哑铃，使用44个月，保养良好
P007134,其他 台灯 95新,生活用品,台灯,其他,95新,9.0,43,30,27,U001003,2022-07-21,已售出,66,20,95新台灯，使用27个月，保养良好
P007135,杂牌 小沙发 9成新,家具,小沙发,杂牌,9成新,8.0,319,230,22,U000912,2020-10-24,已售出,165,20,9成新小沙发，使用22个月，保养良好
P007136,杂牌 跑步机 7成新,运动器材,跑步机,杂牌,7成新,6.0,346,140,44,U000259,2023-10-12,已售出,134,8,7成新跑步机，使用44个月，保养良好
P007137,其他 电子琴 99新,乐器,电子琴,其他,99新,9.5,151,120,35,U002686,2022-08-24,在售,455,29,99新电子琴，使用35个月，保养良好
P007138,杂牌 专业书籍 8成新,图书教材,专业书籍,杂牌,8成新,7.0,383,200,7,U000585,2023-01-10,已售出,98,1,8成新专业书籍，使用7个月，保养良好
P007139,其他 收纳箱 9成新,生活用品,收纳箱,其他,9成新,8.0,53,30,37,U002310,2023-11-14,已售出,84,28,9成新收纳箱，使用37个月，保养良好
P007140,雅依利 吉他 9成新,乐器,吉他,雅依利,9成新,8.0,2730,1740,26,U000847,2024-03-16,在售,200,52,9成新吉他，使用26个月，保养良好
P007141,无品牌 外套 6成新,服饰鞋包,外套,无品牌,6成新,5.0,319,90,26,U000376,2024-02-26,已下架,375,52,6成新外套，使用26个月，保养良好
P007142,无品牌 床垫 99新,家具,床垫,无品牌,99新,9.5,309,270,8,U000089,2021-05-25,在售,288,63,99新床垫，使用8个月，保养良好
P007143,无品牌 电子琴 99新,乐器,电子琴,无品牌,99新,9.5,322,280,15,U001719,2022-07-14,在售,31,10,99新电子琴，使用15个月，保养良好
P007144,其他 教材 全新,图书教材,教材,其他,全新,10.0,100,90,9,U000652,2022-06-11,已售出,453,36,全新教材，使用9个月，保养良好
P007145,其他 教材 7成新,图书教材,教材,其他,7成新,6.0,116,50,1,U001860,2023-06-18,已售出,437,133,7成新教材，使用1个月，保养良好
P007146,美利达 自行车 95新,运动器材,自行车,美利达,95新,9.0,1837,1350,15,U001946,2023-07-09,在售,55,12,95新自行车，使用15个月，保养良好
P007147,其他 外套 8成新,服饰鞋包,外套,其他,8成新,7.0,274,130,29,U000996,2021-08-19,已售出,200,63,8成新外套，使用29个月，保养良好
P007148,其他 衣柜 9成新,家具,衣柜,其他,9成新,8.0,186,120,17,U000003,2023-08-06,已售出,94,11,9成新衣柜，使用17个月，保养良好
P007149,无品牌 帽子 8成新,服饰鞋包,帽子,无品牌,8成新,7.0,320,150,10,U001674,2020-09-14,已售出,183,30,8成新帽子，使用10个月，保养良好
P007150,无品牌 哑铃 6成新,运动器材,哑铃,无品牌,6成新,5.0,411,130,39,U001788,2023-04-22,在售,277,22,6成新哑铃，使用39个月，保养良好
P007151,无品牌 书架 6成新,家具,书架,无品牌,6成新,5.0,425,130,40,U001889,2023-06-24,已售出,269,5,6成新书架，使用40个月，保养良好
P007152,其他 台灯 8成新,生活用品,台灯,其他,8成新,7.0,155,80,39,U000663,2022-07-03,已售出,464,112,8成新台灯，使用39个月，保养良好
P007153,其他 尤克里里 95新,乐器,尤克里里,其他,95新,9.0,112,90,23,U001183,2021-05-12,已售出,252,8,95新尤克里里，使用23个月，保养良好
P007154,无品牌 跑步机 9成新,运动器材,跑步机,无品牌,9成新,8.0,341,220,12,U002189,2023-11-04,在售,194,62,9成新跑步机，使用12个月，保养良好
P007155,杂牌 滑板 95新,运动器材,滑板,杂牌,95新,9.0,487,350,5,U001079,2023-01-31,已售出,320,75,95新滑板，使用5个月，保养良好
P007156,无品牌 鞋子 95新,服饰鞋包,鞋子,无品牌,95新,9.0,152,130,39,U002435,2022-08-09,已售出,91,3,95新鞋子，使用39个月，保养良好
P007157,无品牌 围巾 全新,服饰鞋包,围巾,无品牌,全新,10.0,496,490,24,U002812,2022-01-23,在售,177,42,全新围巾，使用24个月，保养良好
P007158,杂牌 T恤 6成新,服饰鞋包,T恤,杂牌,6成新,5.0,457,130,35,U000855,2021-12-18,在售,227,63,6成新T恤，使用35个月，保养良好
P007159,无品牌 显示器 9成新,电子产品,显示器,无品牌,9成新,8.0,195,120,6,U002103,2024-05-12,已售出,329,59,9成新显示器，使用6个月，保养良好
P007160,其他 电子琴 9成新,乐器,电子琴,其他,9成新,8.0,243,160,31,U000415,2023-03-15,已售出,453,32,9成新电子琴，使用31个月，保养良好
P007161,其他 小家电 全新,生活用品,小家电,其他,全新,10.0,364,340,23,U002118,2022-10-11,在售,500,63,全新小家电，使用23个月，保养良好
P007162,无品牌 架子鼓 95新,乐器,架子鼓,无品牌,95新,9.0,290,210,43,U002379,2022-09-16,在售,34,4,95新架子鼓，使用43个月，保养良好
P007163,无品牌 小家电 8成新,生活用品,小家电,无品牌,8成新,7.0,482,230,4,U000040,2023-01-27,在售,109,0,8成新小家电，使用4个月，保养良好
P007164,其他 滑板 7成新,运动器材,滑板,其他,7成新,6.0,354,140,16,U001542,2021-12-21,已售出,279,51,7成新滑板，使用16个月，保养良好
P007165,其他 音箱 9成新,电子产品,音箱,其他,9成新,8.0,213,140,31,U002467,2021-10-01,已售出,430,7,9成新音箱，使用31个月，保养良好
P007166,其他 电子琴 9成新,乐器,电子琴,其他,9成新,8.0,359,250,16,U002224,2022-02-24,在售,112,30,9成新电子琴，使用16个月，保养良好
P007167,其他 智能手表 9成新,电子产品,智能手表,其他,9成新,8.0,64,40,43,U000779,2020-12-15,在售,153,4,9成新智能手表，使用43个月，保养良好
P007168,无品牌 键盘鼠标 9成新,电子产品,键盘鼠标,无品牌,9成新,8.0,373,220,45,U000178,2022-11-05,在售,485,20,9成新键盘鼠标，使用45个月，保养良好
P007169,杂牌 哑铃 9成新,运动器材,哑铃,杂牌,9成新,8.0,189,130,42,U001636,2023-06-21,在售,406,87,9成新哑铃，使用42个月，保养良好
P007170,杂牌 滑板 99新,运动器材,滑板,杂牌,99新,9.5,50,40,42,U000251,2023-08-28,在售,461,2,99新滑板，使用42个月，保养良好
P007171,联想 平板电脑 7成新,电子产品,平板电脑,联想,7成新,6.0,2745,1080,1,U002823,2022-11-27,在售,41,1,7成新平板电脑，使用1个月，保养良好
P007172,其他 显示器 全新,电子产品,显示器,其他,全新,10.0,455,420,35,U002286,2023-05-12,在售,393,10,全新显示器，使用35个月，保养良好
P007173,杂牌 外套 99新,服饰鞋包,外套,杂牌,99新,9.5,175,140,27,U002613,2022-12-27,已售出,370,35,99新外套，使用27个月，保养良好
P007174,杂牌 收纳箱 95新,生活用品,收纳箱,杂牌,95新,9.0,68,50,17,U000137,2023-05-09,已售出,421,37,95新收纳箱，使用17个月，保养良好
P007175,其他 电子琴 99新,乐器,电子琴,其他,99新,9.5,114,90,5,U000933,2024-03-03,已售出,411,33,99新电子琴，使用5个月，保养良好
P007176,杂牌 智能手表 95新,电子产品,智能手表,杂牌,95新,9.0,398,320,22,U002326,2021-11-17,在售,197,53,95新智能手表，使用22个月，保养良好
P007177,无品牌 键盘鼠标 7成新,电子产品,键盘鼠标,无品牌,7成新,6.0,472,190,8,U001404,2023-03-19,已下架,166,19,7成新键盘鼠标，使用8个月，保养良好
P007178,杂牌 移动电源 99新,电子产品,移动电源,杂牌,99新,9.5,109,90,21,U002977,2023-10-30,已售出,357,83,99新移动电源，使用21个月，保养良好
P007179,其他 裤子 7成新,服饰鞋包,裤子,其他,7成新,6.0,187,70,6,U001747,2024-04-04,已售出,225,12,7成新裤子，使用6个月，保养良好
P007180,杂牌 瑜伽垫 9成新,运动器材,瑜伽垫,杂牌,9成新,8.0,333,240,44,U002608,2022-11-28,在售,459,66,9成新瑜伽垫，使用44个月，保养良好
P007181,Martin 吉他 95新,乐器,吉他,Martin,95新,9.0,741,730,22,U001865,2020-09-29,在售,154,43,95新吉他，使用22个月，保养良好
P007182,三星 平板电脑 99新,电子产品,平板电脑,三星,99新,9.5,3361,2830,38,U000372,2021-03-31,在售,279,80,99新平板电脑，使用38个月，保养良好
P007183,无品牌 瑜伽垫 99新,运动器材,瑜伽垫,无品牌,99新,9.5,111,100,34,U002113,2021-11-05,已售出,178,28,99新瑜伽垫，使用34个月，保养良好
P007184,三星 平板电脑 全新,电子产品,平板电脑,三星,全新,10.0,2296,2150,43,U002498,2024-02-23,已售出,431,76,全新平板电脑，使用43个月，保养良好
P007185,其他 英语学习 99新,图书教材,英语学习,其他,99新,9.5,216,190,6,U000971,2023-03-11,在售,323,38,99新英语学习，使用6个月，保养良好
P007186,其他 教材 9成新,图书教材,教材,其他,9成新,8.0,111,70,10,U002403,2022-06-26,已售出,150,0,9成新教材，使用10个月，保养良好
P007187,其他 外套 8成新,服饰鞋包,外套,其他,8成新,7.0,347,170,39,U000638,2024-05-03,在售,428,29,8成新外套，使用39个月，保养良好
P007188,杂牌 电子琴 6成新,乐器,电子琴,杂牌,6成新,5.0,465,140,42,U002823,2023-01-21,已售出,15,4,6成新电子琴，使用42个月，保养良好
P007189,其他 小说 7成新,图书教材,小说,其他,7成新,6.0,295,130,3,U002692,2022-07-27,在售,287,64,7成新小说，使用3个月，保养良好
P007190,其他 考研资料 7成新,图书教材,考研资料,其他,7成新,6.0,352,140,5,U002402,2021-02-08,在售,101,24,7成新考研资料，使用5个月，保养良好
P007191,其他 小说 7成新,图书教材,小说,其他,7成新,6.0,263,100,4,U001508,2022-04-27,已售出,313,79,7成新小说，使用4个月，保养良好
P007192,无品牌 口琴 9成新,乐器,口琴,无品牌,9成新,8.0,223,160,19,U001481,2021-09-26,在售,89,7,9成新口琴，使用19个月，保养良好
P007193,无品牌 电子琴 8成新,乐器,电子琴,无品牌,8成新,7.0,111,50,33,U002843,2023-11-04,已售出,472,124,8成新电子琴，使用33个月，保养良好
P007194,无品牌 书架 8成新,家具,书架,无品牌,8成新,7.0,123,60,34,U000614,2023-10-21,在售,235,45,8成新书架，使用34个月，保养良好
P007195,杂牌 围巾 9成新,服饰鞋包,围巾,杂牌,9成新,8.0,318,220,30,U002356,2023-10-11,在售,33,5,9成新围巾，使用30个月，保养良好
P007196,无品牌 台式机 95新,电子产品,台式机,无品牌,95新,9.0,5579,4250,11,U002381,2024-03-03,已售出,114,32,95新台式机，使用11个月，保养良好
P007197,其他 瑜伽垫 99新,运动器材,瑜伽垫,其他,99新,9.5,185,150,32,U000696,2021-12-04,已售出,412,63,99新瑜伽垫，使用32个月，保养良好
P007198,无品牌 口琴 8成新,乐器,口琴,无品牌,8成新,7.0,219,110,33,U001178,2024-04-16,在售,64,20,8成新口琴，使用33个月，保养良好
P007199,杂牌 小家电 9成新,生活用品,小家电,杂牌,9成新,8.0,234,150,30,U000916,2023-08-25,已售出,490,139,9成新小家电，使用30个月，保养良好
P007200,杂牌 外套 全新,服饰鞋包,外套,杂牌,全新,10.0,404,380,21,U000395,2021-05-11,已售出,101,18,全新外套，使用21个月，保养良好
P007201,无品牌 滑板 8成新,运动器材,滑板,无品牌,8成新,7.0,429,210,6,U000077,2024-05-01,在售,22,3,8成新滑板，使用6个月，保养良好
P007202,OPPO 手机 95新,电子产品,手机,OPPO,95新,9.0,7404,5150,43,U001945,2022-06-27,在售,247,81,95新手机，使用43个月，保养良好
P007203,杂牌 小说 99新,图书教材,小说,杂牌,99新,9.5,115,90,5,U002256,2023-06-06,已售出,227,4,99新小说，使用5个月，保养良好
P007204,Fender 吉他 8成新,乐器,吉他,Fender,8成新,7.0,4638,2770,24,U002644,2022-09-05,在售,422,129,8成新吉他，使用24个月，保养良好
P007205,小米 耳机 9成新,电子产品,耳机,小米,9成新,8.0,1388,830,48,U000687,2023-04-20,在售,52,17,9成新耳机，使用48个月，保养良好
P007206,无品牌 外套 8成新,服饰鞋包,外套,无品牌,8成新,7.0,335,170,9,U000465,2023-05-21,在售,360,69,8成新外套，使用9个月，保养良好
P007207,无品牌 专业书籍 9成新,图书教材,专业书籍,无品牌,9成新,8.0,360,230,9,U002070,2022-03-14,已售出,289,63,9成新专业书籍，使用9个月，保养良好
P007208,其他 背包 99新,服饰鞋包,背包,其他,99新,9.5,94,80,13,U000549,2021-05-25,在售,218,22,99新背包，使用13个月，保养良好
P007209,其他 洗漱用品 全新,生活用品,洗漱用品,其他,全新,10.0,287,300,30,U001165,2021-11-19,已售出,438,130,全新洗漱用品，使用30个月，保养良好
P007210,杂牌 电子琴 8成新,乐器,电子琴,杂牌,8成新,7.0,158,80,9,U002059,2023-05-30,已售出,499,62,8成新电子琴，使用9个月，保养良好
P007211,无品牌 书架 6成新,家具,书架,无品牌,6成新,5.0,76,20,22,U000069,2021-07-31,已售出,38,9,6成新书架，使用22个月，保养良好
P007212,杂牌 书桌 全新,家具,书桌,杂牌,全新,10.0,772,750,46,U002869,2022-04-07,已售出,39,3,全新书桌，使用46个月，保养良好
P007213,无品牌 衣柜 95新,家具,衣柜,无品牌,95新,9.0,56,40,42,U001573,2023-11-08,在售,185,44,95新衣柜，使用42个月，保养良好
P007214,杂牌 尤克里里 全新,乐器,尤克里里,杂牌,全新,10.0,291,270,24,U001047,2021-02-25,在售,463,45,全新尤克里里，使用24个月，保养良好
P007215,杂牌 架子鼓 全新,乐器,架子鼓,杂牌,全新,10.0,78,70,14,U001759,2024-04-26,在售,120,38,全新架子鼓，使用14个月，保养良好
P007216,无品牌 围巾 99新,服饰鞋包,围巾,无品牌,99新,9.5,129,120,38,U002790,2023-07-01,已下架,435,71,99新围巾，使用38个月，保养良好
P007217,杂牌 电子琴 全新,乐器,电子琴,杂牌,全新,10.0,489,510,10,U001914,2023-01-10,在售,450,115,全新电子琴，使用10个月，保养良好
P007218,杂牌 床垫 9成新,家具,床垫,杂牌,9成新,8.0,53,40,45,U001653,2022-04-19,已售出,342,85,9成新床垫，使用45个月，保养良好
P007219,无品牌 课外读物 9成新,图书教材,课外读物,无品牌,9成新,8.0,69,40,2,U000948,2024-04-15,已售出,355,73,9成新课外读物，使用2个月，保养良好
P007220,其他 鞋子 99新,服饰鞋包,鞋子,其他,99新,9.5,176,140,36,U002542,2023-12-09,已售出,69,2,99新鞋子，使用36个月，保养良好
P007221,杂牌 T恤 7成新,服饰鞋包,T恤,杂牌,7成新,6.0,396,170,1,U001423,2022-03-05,在售,112,4,7成新T恤，使用1个月，保养良好
P007222,华为 笔记本电脑 99新,电子产品,笔记本电脑,华为,99新,9.5,8790,7890,18,U002101,2024-01-04,已售出,212,51,99新笔记本电脑，使用18个月，保养良好
P007223,杂牌 口琴 9成新,乐器,口琴,杂牌,9成新,8.0,416,260,2,U001487,2023-03-14,已售出,346,8,9成新口琴，使用2个月，保养良好
P007224,无品牌 背包 95新,服饰鞋包,背包,无品牌,95新,9.0,115,80,33,U000577,2024-03-22,已售出,350,1,95新背包，使用33个月，保养良好
P007225,其他 背包 6成新,服饰鞋包,背包,其他,6成新,5.0,82,20,20,U002340,2022-02-26,已下架,363,106,6成新背包，使用20个月，保养良好
P007226,其他 书架 全新,家具,书架,其他,全新,10.0,401,370,24,U000883,2022-02-07,在售,184,19,全新书架，使用24个月，保养良好
P007227,无品牌 尤克里里 6成新,乐器,尤克里里,无品牌,6成新,5.0,306,90,42,U000935,2021-07-11,已售出,11,1,6成新尤克里里，使用42个月，保养良好
P007228,其他 帽子 7成新,服饰鞋包,帽子,其他,7成新,6.0,409,170,19,U002298,2020-10-20,已售出,243,76,7成新帽子，使用19个月，保养良好
P007229,其他 瑜伽垫 8成新,运动器材,瑜伽垫,其他,8成新,7.0,280,140,13,U000849,2022-08-07,在售,28,1,8成新瑜伽垫，使用13个月，保养良好
P007230,其他 围巾 9成新,服饰鞋包,围巾,其他,9成新,8.0,252,180,6,U000213,2024-01-10,已下架,438,110,9成新围巾，使用6个月，保养良好
P007231,无品牌 教材 6成新,图书教材,教材,无品牌,6成新,5.0,128,40,12,U002640,2024-04-23,已售出,134,23,6成新教材，使用12个月，保养良好
P007232,无品牌 架子鼓 8成新,乐器,架子鼓,无品牌,8成新,7.0,475,250,36,U001451,2023-04-10,在售,346,56,8成新架子鼓，使用36个月，保养良好
P007233,杂牌 教材 8成新,图书教材,教材,杂牌,8成新,7.0,122,60,3,U002605,2021-12-27,已售出,186,7,8成新教材，使用3个月，保养良好
P007234,无品牌 电子琴 全新,乐器,电子琴,无品牌,全新,10.0,447,440,38,U001004,2022-01-30,已售出,226,56,全新电子琴，使用38个月，保养良好
P007235,其他 教材 6成新,图书教材,教材,其他,6成新,5.0,21,10,11,U000017,2023-08-19,在售,98,31,6成新教材，使用11个月，保养良好
P007236,杂牌 椅子 7成新,家具,椅子,杂牌,7成新,6.0,192,80,3,U000329,2021-05-08,在售,197,55,7成新椅子，使用3个月，保养良好
P007237,无品牌 衣柜 7成新,家具,衣柜,无品牌,7成新,6.0,111,50,5,U000108,2023-07-11,已售出,288,47,7成新衣柜，使用5个月，保养良好
P007238,其他 收纳箱 8成新,生活用品,收纳箱,其他,8成新,7.0,381,210,39,U002809,2021-12-04,在售,460,37,8成新收纳箱，使用39个月，保养良好
P007239,无品牌 电吹风 6成新,生活用品,电吹风,无品牌,6成新,5.0,123,40,25,U002387,2022-11-25,已售出,290,33,6成新电吹风，使用25个月，保养良好
P007240,凤凰 自行车 8成新,运动器材,自行车,凤凰,8成新,7.0,517,230,20,U001311,2021-08-11,已下架,345,102,8成新自行车，使用20个月，保养良好
P007241,其他 智能手表 99新,电子产品,智能手表,其他,99新,9.5,428,330,13,U002759,2021-03-21,在售,107,32,99新智能手表，使用13个月，保养良好
P007242,杂牌 衣柜 全新,家具,衣柜,杂牌,全新,10.0,338,300,41,U000012,2022-12-21,在售,256,28,全新衣柜，使用41个月，保养良好
P007243,杂牌 洗漱用品 7成新,生活用品,洗漱用品,杂牌,7成新,6.0,366,150,8,U001960,2023-05-06,已下架,90,27,7成新洗漱用品，使用8个月，保养良好
P007244,杂牌 移动电源 95新,电子产品,移动电源,杂牌,95新,9.0,80,60,6,U001593,2021-08-31,已售出,298,43,95新移动电源，使用6个月，保养良好
P007245,杂牌 英语学习 95新,图书教材,英语学习,杂牌,95新,9.0,282,220,8,U000571,2023-08-30,在售,266,76,95新英语学习，使用8个月，保养良好
P007246,杂牌 椅子 99新,家具,椅子,杂牌,99新,9.5,214,180,28,U000438,2022-11-12,已售出,445,127,99新椅子，使用28个月，保养良好
P007247,无品牌 电子琴 全新,乐器,电子琴,无品牌,全新,10.0,206,200,8,U002759,2020-12-04,在售,264,3,全新电子琴，使用8个月，保养良好
P007248,无品牌 小沙发 9成新,家具,小沙发,无品牌,9成新,8.0,497,310,26,U001444,2023-05-04,已售出,44,11,9成新小沙发，使用26个月，保养良好
P007249,Martin 吉他 99新,乐器,吉他,Martin,99新,9.5,4584,4580,32,U001413,2022-05-29,已售出,472,83,99新吉他，使用32个月，保养良好
P007250,杂牌 收纳箱 8成新,生活用品,收纳箱,杂牌,8成新,7.0,400,180,21,U000705,2023-01-31,在售,260,37,8成新收纳箱，使用21个月，保养良好
P007251,其他 帽子 7成新,服饰鞋包,帽子,其他,7成新,6.0,367,140,33,U002139,2021-09-20,已下架,378,70,7成新帽子，使用33个月，保养良好
P007252,杂牌 书架 8成新,家具,书架,杂牌,8成新,7.0,107,60,46,U002803,2022-12-06,已售出,500,82,8成新书架，使用46个月，保养良好
P007253,无品牌 T恤 95新,服饰鞋包,T恤,无品牌,95新,9.0,204,150,2,U000928,2021-09-02,已售出,73,4,95新T恤，使用2个月，保养良好
P007254,其他 洗漱用品 7成新,生活用品,洗漱用品,其他,7成新,6.0,423,170,8,U001046,2021-07-23,已下架,145,8,7成新洗漱用品，使用8个月，保养良好
P007255,其他 电子琴 8成新,乐器,电子琴,其他,8成新,7.0,102,50,39,U001557,2022-06-19,已售出,179,57,8成新电子琴，使用39个月，保养良好
P007256,无品牌 架子鼓 6成新,乐器,架子鼓,无品牌,6成新,5.0,296,100,30,U002876,2021-09-13,在售,142,7,6成新架子鼓，使用30个月，保养良好
P007257,其他 哑铃 99新,运动器材,哑铃,其他,99新,9.5,361,320,11,U001091,2021-05-03,已售出,487,4,99新哑铃，使用11个月，保养良好
P007258,其他 衣架 6成新,生活用品,衣架,其他,6成新,5.0,80,20,2,U001617,2023-06-06,在售,448,134,6成新衣架，使用2个月，保养良好
P007259,杂牌 口琴 99新,乐器,口琴,杂牌,99新,9.5,187,140,9,U002292,2021-11-15,已售出,333,6,99新口琴，使用9个月，保养良好
P007260,无品牌 显示器 9成新,电子产品,显示器,无品牌,9成新,8.0,161,100,21,U000628,2023-10-19,在售,443,81,9成新显示器，使用21个月，保养良好
P007261,美利达 自行车 7成新,运动器材,自行车,美利达,7成新,6.0,1119,460,11,U000275,2023-09-15,在售,190,62,7成新自行车，使用11个月，保养良好
P007262,杂牌 书桌 9成新,家具,书桌,杂牌,9成新,8.0,702,430,8,U001967,2022-07-06,已售出,416,103,9成新书桌，使用8个月，保养良好
P007263,杂牌 小说 8成新,图书教材,小说,杂牌,8成新,7.0,444,220,10,U000176,2021-11-26,已售出,69,16,8成新小说，使用10个月，保养良好
P007264,无品牌 书架 8成新,家具,书架,无品牌,8成新,7.0,420,210,11,U000655,2023-12-12,已售出,116,26,8成新书架，使用11个月，保养良好
P007265,其他 外套 95新,服饰鞋包,外套,其他,95新,9.0,275,190,36,U000851,2020-09-22,在售,364,24,95新外套，使用36个月，保养良好
P007266,杂牌 音箱 95新,电子产品,音箱,杂牌,95新,9.0,178,120,36,U002436,2022-12-07,已下架,443,78,95新音箱，使用36个月，保养良好
P007267,其他 鞋子 6成新,服饰鞋包,鞋子,其他,6成新,5.0,329,100,42,U002197,2021-11-02,已售出,396,24,6成新鞋子，使用42个月，保养良好
P007268,其他 裤子 99新,服饰鞋包,裤子,其他,99新,9.5,393,340,48,U000532,2021-02-25,已售出,371,62,99新裤子，使用48个月，保养良好
